delta1,delta2,delta3,delta4
0062,0107,0204,0149,
0075,0124,0225,0175,
0075,0127,0235,0181,
0086,0149,0280,0218,
0095,0150,0292,0223,
0103,0173,0351,0276,
0103,0202,0417,0311,
0106,0202,0417,0311,
0106,0202,0417,0311,
0106,0202,0417,0311,
0094,0171,0349,0249,
0086,0153,0299,0233,
0082,0147,0276,0222,
0068,0110,0216,0153,
0068,0108,0208,0153,
0060,0108,0208,0153,
0061,0108,0208,0153,
0061,0108,0208,0153,
0062,0108,0209,0153,
0072,0118,0224,0166,
0074,0124,0240,0184,
0091,0154,0299,0233,
0098,0154,0315,0236,
0104,0178,0365,0279,
0104,0193,0391,0295,
0100,0193,0391,0295,
0100,0193,0391,0295,
0094,0171,0344,0255,
0080,0171,0344,0255,
0080,0147,0274,0204,
