delta1,delta2,delta3,delta4
0092,0175,0386,0284,
0092,0175,0386,0284,
0092,0154,0316,0246,
0081,0138,0295,0208,
0081,0138,0274,0208,
0081,0133,0260,0208,
0073,0124,0238,0184,
0073,0124,0238,0184,
0073,0124,0238,0184,
0075,0120,0238,0195,
0075,0120,0238,0195,
0075,0120,0238,0195,
0087,0149,0287,0221,
0087,0149,0287,0221,
0087,0149,0299,0221,
0080,0154,0299,0223,
0080,0154,0299,0223,
0080,0148,0276,0212,
0072,0126,0248,0195,
0072,0126,0248,0195,
0072,0126,0248,0195,
0075,0128,0243,0187,
0075,0128,0243,0187,
0075,0128,0243,0187,
0083,0141,0286,0218,
0083,0141,0286,0218,
0083,0141,0286,0218,
0073,0131,0255,0199,
0090,0141,0265,0199,
0080,0135,0259,0198,
