delta1,delta2,delta3,delta4
0068,0115,0222,0161,
0068,0115,0222,0161,
0069,0115,0229,0163,
0077,0132,0247,0186,
0077,0133,0260,0190,
0089,0137,0281,0210,
0090,0147,0295,0227,
0090,0147,0298,0227,
0090,0152,0310,0227,
0091,0159,0323,0237,
0091,0159,0326,0237,
0091,0168,0341,0245,
0090,0168,0341,0245,
0090,0168,0341,0245,
0090,0166,0339,0242,
0083,0144,0287,0204,
0083,0139,0269,0203,
0083,0136,0266,0199,
0071,0115,0222,0163,
0071,0115,0222,0163,
0071,0114,0213,0163,
0073,0116,0210,0169,
0073,0116,0210,0169,
0080,0141,0273,0209,
0090,0147,0288,0215,
0102,0175,0368,0284,
0142,0251,0572,0404,
0147,0251,0572,0404,
0173,0251,0572,0404,
0173,0251,0572,0404,
