delta1,delta2,delta3,delta4
0106,0177,0378,0280,
0106,0177,0378,0280,
0106,0177,0378,0280,
0106,0177,0361,0275,
0097,0172,0353,0256,
0097,0155,0299,0236,
0095,0136,0244,0206,
0083,0125,0244,0191,
0075,0114,0206,0172,
0075,0099,0185,0149,
0073,0099,0185,0149,
0073,0099,0185,0149,
0073,0099,0185,0149,
0075,0119,0213,0177,
0076,0119,0215,0177,
0076,0119,0215,0177,
0098,0148,0277,0234,
0100,0150,0312,0254,
0101,0163,0351,0272,
0117,0163,0351,0272,
0117,0163,0351,0272,
0117,0163,0351,0272,
0114,0188,0398,0293,
0113,0188,0398,0293,
0096,0155,0315,0236,
0093,0151,0291,0231,
0080,0132,0244,0196,
0080,0127,0231,0190,
0076,0120,0222,0185,
0076,0120,0222,0185,
