delta1,delta2,delta3,delta4
0092,0130,0217,0183,
0092,0130,0217,0183,
0121,0166,0288,0247,
0154,0198,0369,0307,
0193,0267,0475,0422,
0210,0280,0492,0436,
0210,0280,0492,0436,
0148,0204,0349,0297,
0124,0170,0293,0246,
0096,0136,0232,0198,
0095,0125,0217,0180,
0084,0121,0199,0176,
0087,0124,0208,0180,
0087,0124,0208,0180,
0105,0144,0257,0220,
0107,0150,0263,0226,
0107,0154,0271,0227,
0107,0154,0271,0227,
0100,0149,0265,0224,
0098,0138,0238,0205,
0090,0130,0233,0196,
0080,0123,0206,0177,
0080,0119,0206,0177,
0078,0114,0206,0179,
0078,0119,0212,0179,
0078,0120,0212,0182,
0101,0151,0271,0232,
0101,0151,0271,0232,
0101,0143,0256,0214,
0091,0140,0252,0210,
