delta1,delta2,delta3,delta4
0106,0168,0342,0269,
0106,0168,0342,0269,
0098,0168,0342,0269,
0094,0168,0342,0269,
0094,0150,0275,0218,
0079,0128,0234,0189,
0077,0122,0205,0175,
0068,0108,0176,0149,
0064,0099,0161,0141,
0064,0099,0161,0141,
0064,0099,0161,0141,
0064,0099,0161,0141,
0085,0123,0213,0191,
0088,0137,0255,0219,
0094,0155,0296,0249,
0094,0155,0296,0249,
0094,0155,0296,0249,
0094,0155,0296,0249,
0094,0155,0296,0249,
0089,0144,0265,0217,
0072,0121,0208,0174,
0071,0115,0195,0162,
0068,0108,0169,0144,
0068,0108,0169,0144,
0068,0108,0169,0144,
0068,0108,0169,0144,
0068,0108,0178,0157,
0082,0122,0224,0185,
0082,0130,0236,0197,
0083,0130,0237,0200,
