delta1,delta2,delta3,delta4
0076,0103,0186,0155,
0076,0103,0186,0155,
0076,0103,0186,0155,
0093,0133,0232,0206,
0093,0136,0254,0209,
0093,0141,0258,0221,
0119,0177,0349,0293,
0119,0177,0374,0293,
0119,0186,0380,0297,
0102,0167,0374,0271,
0102,0162,0326,0253,
0090,0140,0248,0205,
0077,0127,0243,0188,
0077,0120,0218,0181,
0077,0120,0216,0181,
0079,0122,0212,0185,
0079,0122,0212,0185,
0079,0122,0212,0187,
0104,0155,0270,0236,
0104,0155,0305,0264,
0112,0164,0319,0269,
0123,0184,0386,0308,
0123,0184,0386,0308,
0099,0159,0300,0247,
0088,0142,0299,0222,
0088,0136,0270,0201,
0082,0124,0209,0181,
0074,0112,0197,0165,
0074,0112,0197,0165,
0074,0112,0197,0165,
