delta1,delta2,delta3,delta4
0064,0098,0185,0141,
0062,0092,0178,0141,
0062,0092,0178,0141,
0062,0092,0178,0141,
0063,0093,0186,0142,
0071,0108,0207,0161,
0074,0111,0211,0166,
0074,0114,0214,0172,
0086,0132,0248,0204,
0086,0134,0260,0213,
0086,0139,0270,0213,
0085,0139,0270,0213,
0082,0133,0256,0201,
0078,0121,0228,0180,
0077,0115,0219,0174,
0062,0097,0191,0144,
0062,0097,0183,0144,
0059,0097,0178,0133,
0059,0097,0178,0129,
0059,0097,0178,0129,
0059,0097,0178,0129,
0059,0097,0178,0129,
0066,0097,0190,0147,
0079,0116,0225,0183,
0081,0126,0236,0193,
0087,0128,0257,0206,
0092,0139,0277,0216,
0092,0139,0277,0216,
0092,0139,0277,0216,
0092,0139,0277,0216,
