delta1,delta2,delta3,delta4
0088,0135,0278,0204,
0097,0141,0294,0233,
0097,0141,0294,0233,
0097,0141,0294,0233,
0097,0141,0294,0233,
0097,0141,0294,0233,
0092,0140,0272,0214,
0071,0117,0217,0171,
0064,0098,0192,0145,
0064,0096,0183,0141,
0051,0082,0163,0129,
0051,0082,0163,0129,
0051,0082,0163,0129,
0051,0082,0163,0129,
0062,0093,0192,0149,
0075,0117,0227,0177,
0080,0121,0241,0196,
0090,0142,0281,0226,
0101,0151,0296,0244,
0101,0151,0296,0244,
0092,0151,0296,0244,
0089,0151,0296,0244,
0075,0117,0224,0177,
0066,0105,0193,0152,
0066,0105,0193,0148,
0066,0105,0193,0148,
0066,0105,0193,0148,
0066,0105,0193,0148,
0052,0084,0165,0127,
0052,0084,0165,0127,
