delta1,delta2,delta3,delta4
0083,0106,0183,0162,
0083,0119,0209,0187,
0084,0124,0226,0188,
0103,0162,0304,0255,
0103,0166,0317,0260,
0100,0166,0317,0260,
0100,0166,0317,0260,
0100,0166,0317,0260,
0089,0166,0317,0260,
0085,0145,0259,0208,
0085,0136,0214,0184,
0076,0110,0180,0155,
0068,0104,0175,0147,
0068,0104,0170,0147,
0068,0104,0170,0147,
0068,0104,0170,0147,
0068,0104,0170,0147,
0068,0104,0170,0147,
0086,0119,0208,0176,
0086,0124,0229,0180,
0086,0132,0232,0196,
0099,0159,0291,0234,
0099,0159,0291,0234,
0092,0153,0273,0222,
0084,0141,0268,0203,
0084,0141,0239,0194,
0076,0116,0199,0162,
0068,0103,0185,0147,
0068,0103,0179,0147,
0068,0103,0179,0147,
