delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
-001,0001,0001,0001,0003,0005,0002,0001,0000
0000,-001,0000,-001,0000,0004,0000,0001,0000
0000,0001,0000,-001,0000,0003,0003,0001,0001
0000,0000,0000,-001,0000,0003,0003,0001,0001
0000,0000,0000,0000,0001,0003,0003,0001,0000
0000,0000,0002,0004,0001,0002,0000,0001,0000
0000,0000,0000,0000,0000,0002,0000,0001,0000
0000,-001,-001,0000,0000,0002,0000,0001,0000
0001,-001,-001,0000,0000,0001,0002,0001,0000
0001,0002,0000,0002,0001,0001,0002,0001,0000
0001,0002,0002,0002,0001,0004,0000,0001,0001
0000,0002,0002,0003,0001,0004,0000,0001,0001
0000,0002,0002,0003,0001,0004,0000,0001,0001
0000,0000,0002,0001,0001,0005,0000,0001,-001
0000,0000,0001,-001,0001,0005,0001,0001,-001
0000,0002,0002,0001,0001,0009,0001,0001,0000
0000,0002,0001,0001,0000,0003,0001,0001,0002
0000,0001,0001,0001,0000,0001,0001,0001,0002
0000,0001,0001,0001,0000,0001,0001,0001,0002
0000,0001,0003,0001,0000,0001,0001,0002,0002
0001,0001,0005,0001,0000,0004,0003,0002,0002
0001,0001,0003,0001,0000,0002,0000,0002,0002
0001,0000,0002,0001,-001,0002,0000,0001,0001
-001,0000,0001,0003,-001,0001,0000,0001,0001
-001,-001,0001,0001,0002,0001,0000,0001,0001
-001,0000,0001,0001,0002,0002,0000,0002,0001
-001,0000,0001,0001,0002,0004,0000,0002,0001
-001,0001,0001,0002,0002,0004,0000,0002,0001
0000,0002,0001,0002,0001,0005,0001,0001,0002
0001,0001,0001,0002,0001,0005,0000,0001,0002
0001,0001,0002,0002,0002,0005,0001,0001,0002
0001,0000,0004,0000,0002,0006,0001,0001,0001
-001,0000,0004,0000,0001,0006,0001,0001,0001
-001,0000,0000,0000,0000,0006,0001,0001,0000
-001,0000,0000,0001,0000,0003,0000,0000,0001
0000,0000,0000,0004,0001,0003,0002,0000,0001
0000,0001,0002,0001,0001,0003,0002,0000,0001
0000,0000,0002,0000,0001,0001,0002,0001,0001
0000,-002,0002,0000,0001,0003,0000,0001,0001
0000,-002,0000,0001,0003,0003,0000,0001,0001
0000,-003,-001,0001,0003,0003,0003,0001,0001
-001,0000,-001,0001,0003,0002,0003,0001,0001
-001,-003,0000,0000,0001,0002,0003,0001,0001
0000,-001,0000,0001,0001,0005,0003,0002,0002
0000,-002,0000,0001,0001,0005,0003,0002,0002
0000,-001,0002,0001,0002,0005,0003,0002,0002
0000,0001,0002,0001,0002,0003,0003,0001,0002
0000,0001,0002,0001,0002,0001,0002,0001,0002
0000,0000,0001,0001,0000,0001,0002,0001,0002
0000,0000,0001,0001,0000,0009,0000,0001,0001
