delta1,delta2,delta3,delta4
00003,00001,00000,-0001
00001,00002,00000,00001
00003,00001,00001,00000
00006,00006,00001,00000
00001,00004,00001,00000
00003,00004,00001,-0001
00005,00002,00001,00002
00006,00006,00003,00004
00008,00005,00005,00006
00020,00016,00008,00010
00022,00016,00008,00010
00022,00016,00008,00010
00022,00016,00008,00010
00021,00016,00008,00010
00023,00016,00008,00010
00011,00023,00026,00026
00029,00023,00031,00033
00029,00026,00031,00033
00029,00026,00033,00036
00029,00023,00033,00041
00029,00026,00034,00046
00039,00031,00034,00051
00047,00045,00038,00073
00047,00053,00052,00089
00035,00041,00064,00077
00029,00027,00048,00062
00021,00022,00032,00040
00015,00017,00020,00031
00014,00017,00020,00031
00015,00017,00020,00031
00014,00017,00020,00031
00012,00017,00020,00031
00012,00017,00020,00031
00012,00009,00009,00015
00012,00007,00007,00013
00012,00008,00006,00012
00012,00006,00006,00013
00012,00007,00003,00011
00012,00006,00007,00011
00007,00004,00006,00010
00008,00005,00005,00005
00006,00003,00002,00005
00004,00005,00002,00004
00004,00003,00001,00003
00001,00002,00001,00004
00002,00003,00001,00002
00005,00003,00001,00003
00003,00003,00001,00002
00003,00003,-0001,00002
00005,00002,00001,00000
00004,00002,00000,00002
-0004,00002,00001,-0001
00002,00001,00001,00000
00002,00000,00000,00000
00002,00001,00000,00000
