delta1,delta2,delta3,delta4
00000,00001,00001,00002
00002,00003,00000,00000
00001,00001,00001,00000
00002,00002,00001,-0001
00003,00001,00002,00000
00004,00002,00001,00001
00003,00001,00001,-0001
00005,00002,00001,00002
00006,00005,00000,00001
00007,00002,00003,00004
00010,00005,00003,00004
00012,00006,00005,00008
00017,00009,00007,00017
00018,00013,00012,00018
00021,00016,00027,00028
00024,00016,00029,00030
00024,00016,00032,00035
00024,00016,00036,00038
00026,00016,00038,00042
00027,00016,00042,00043
00030,00029,00040,00046
00030,00031,00040,00046
00030,00033,00040,00046
00030,00036,00040,00046
00030,00037,00040,00046
00030,00038,00040,00046
00044,00040,00044,00080
00051,00043,00049,00085
00048,00042,00049,00076
00035,00037,00046,00060
00024,00026,00036,00041
00019,00017,00026,00031
00012,00013,00017,00019
00013,00011,00017,00019
00011,00010,00017,00019
00012,00010,00017,00019
00008,00008,00017,00019
00010,00009,00017,00019
00010,00005,00008,00011
00010,00005,00007,00009
00010,00005,00006,00010
00010,00005,00005,00009
00010,00005,00004,00009
00010,00005,00003,00006
00004,00004,00003,00004
00005,00005,00002,00003
00007,00004,00002,00002
00003,00003,00002,00003
00005,00003,00001,00001
00004,00003,00001,00002
00004,00002,00001,00001
00002,00001,00000,00002
00002,00002,00000,00000
00001,00000,00002,00001
00004,00005,00000,00002
