delta1,delta2,delta3,delta4
00002,00001,00002,00000
00004,00001,00000,00001
00001,00003,00001,00000
00002,00000,00001,-0001
00003,00002,00001,00002
00005,00002,00001,00000
00002,00002,00001,00001
00005,00003,00002,00002
00008,00005,00002,00002
00013,00009,00002,00003
00014,00008,00005,00012
00015,00011,00009,00012
00019,00016,00014,00017
00018,00018,00020,00022
00018,00018,00019,00023
00018,00018,00019,00024
00018,00018,00019,00023
00018,00018,00019,00026
00018,00018,00019,00041
00025,00020,00018,00027
00029,00019,00018,00027
00026,00019,00018,00027
00024,00019,00018,00027
00023,00019,00018,00027
00020,00019,00018,00027
00017,00014,00022,00025
00017,00014,00020,00025
00013,00012,00018,00019
00012,00009,00013,00015
00012,00009,00013,00015
00012,00009,00013,00015
00012,00009,00013,00013
00012,00009,00013,00012
00012,00009,00013,00010
00008,00006,00006,00010
00007,00005,00004,00007
00006,00008,00005,00007
00006,00003,00003,00006
00008,00005,00003,00003
00002,00002,00002,00004
00005,00004,00002,00003
00001,00003,00001,-0001
00003,00003,00003,00002
00005,00000,00001,00002
-0001,00001,00001,00002
00003,00002,00001,00002
00003,00004,00000,00001
00002,00003,00001,00003
00003,00003,00000,00001
00003,00001,00001,-0001
00003,00001,00001,00000
00001,00003,00002,00003
00004,00000,00001,00001
00005,00002,00001,00000
00003,00001,00000,00001
