delta1,delta2,delta3,delta4
00003,00001,00002,00000
00002,00000,00000,-0001
00002,00001,00000,-0002
00002,00001,00000,-0001
00004,00001,00001,00000
00001,00003,00001,00000
00006,00002,00002,00001
00005,00004,00001,00000
00011,00007,00003,00004
00013,00010,00005,00009
00013,00013,00011,00011
00015,00014,00012,00014
00015,00016,00015,00016
00013,00016,00017,00021
00013,00016,00017,00023
00013,00016,00017,00020
00012,00015,00018,00017
00002,00007,00015,00019
00010,00008,00009,00011
00007,00007,00006,00009
00005,00006,00003,00005
00001,00006,00002,00003
00002,00003,00001,00003
00003,00002,00000,00001
00002,00003,00000,00002
-0001,00003,00001,00000
00000,00001,00000,00000
00002,00002,00000,00004
00002,00001,-0001,-0003
00002,00002,00000,00000
00000,00001,00000,-0001
00001,00001,-0001,00001
-0001,00002,-0001,00000
00002,00000,00000,-0001
00004,00001,-0001,00001
00002,00006,-0002,00000
00000,00003,-0001,00000
00000,00003,-0001,00001
00001,00000,00000,00000
00001,-0001,00000,00001
00003,00003,00000,-0001
00001,00000,00000,-0002
00002,00001,-0001,-0002
00002,00002,-0001,-0002
00000,00001,00000,-0001
00002,-0005,00002,-0001
00002,00000,-0001,00000
00004,00003,-0001,-0001
00002,00003,-0001,-0002
00000,00001,-0001,-0001
00002,00004,-0001,-0003
00001,00002,-0001,-0002
00001,-0001,-0001,00000
00001,00003,00001,00000
00002,00000,-0001,-0002
