delta1,delta2,delta3,delta4
-0002,00000,00001,00003
-0003,00002,00000,00003
00000,00003,00001,00002
00002,00003,00002,00003
00004,00002,00002,00004
00001,00004,00002,00003
00005,00004,00001,00003
00006,00006,00002,00003
00009,00000,00004,00005
00016,00007,00004,00008
00007,00008,00001,00013
00013,00009,00009,00016
00015,00010,00009,00016
00015,00013,00012,00019
00018,00015,00016,00023
00018,00015,00016,00023
00018,00015,00016,00022
00018,00015,00016,00026
00018,00015,00016,00032
00018,00015,00016,00029
00022,00018,00022,00032
00027,00018,00019,00032
00024,00018,00019,00032
00021,00018,00019,00032
00020,00018,00019,00032
00018,00023,00027,00045
00018,00016,00031,00045
00018,00016,00031,00045
00018,00016,00030,00045
00018,00016,00033,00045
00018,00016,00032,00045
00017,00017,00023,00031
00010,00014,00023,00027
00010,00015,00017,00026
00009,00015,00015,00025
00009,00015,00015,00025
00009,00015,00013,00025
00009,00015,00013,00025
00009,00015,00012,00025
00009,00015,00012,00025
00010,00011,00013,00018
00005,00009,00006,00017
00003,00006,00008,00012
00003,00006,00008,00011
00003,00006,00008,00011
00003,00006,00008,00007
00003,00006,00008,00008
00003,00006,00008,00008
00002,00004,00004,00003
00003,00003,00001,00005
-0001,00006,00002,00004
00000,00002,00001,00003
-0001,00002,00002,00002
-0001,00001,00000,00002
00002,00004,00000,00003
