delta1,delta2,delta3,delta4
00000,00001,-0001,00001
00000,00000,00000,00003
00001,00001,-0001,00002
00002,00002,-0001,00001
00003,00002,00001,00001
00005,00004,00002,00002
00006,00001,00000,00003
00003,00004,00000,00002
00005,00004,00000,00004
00006,00004,-0001,00003
00010,00007,00003,00007
00011,00012,00004,00009
00009,00012,00008,00014
00011,00010,00009,00015
00014,00012,00012,00024
00014,00012,00012,00019
00015,00015,00014,00019
00016,00016,00016,00024
00016,00016,00016,00025
00016,00016,00016,00029
00016,00016,00016,00029
00016,00016,00016,00029
00016,00016,00016,00029
00013,00015,00023,00031
00013,00015,00024,00031
00013,00015,00021,00031
00013,00015,00021,00031
00013,00015,00018,00031
00006,00008,00010,00017
00007,00010,00010,00015
00007,00010,00010,00012
00007,00010,00010,00013
00007,00010,00010,00014
00007,00010,00010,00013
00007,00010,00010,00006
00003,00006,00006,00011
00003,00004,00004,00007
00003,00005,00003,00007
00000,00009,00002,00005
00000,00001,00002,00005
00002,00001,00001,00003
00000,00001,00001,00003
00001,00002,00000,00002
00000,00000,00000,00002
00002,00002,00000,00002
-0002,00001,-0001,00001
00000,00002,-0002,00003
00001,00001,00001,00004
-0001,00001,00001,00002
-0001,00000,-0001,00002
00001,00002,00000,00002
00000,-0001,00000,00001
00000,-0001,00001,00003
-0002,00001,00001,00003
-0001,00001,-0001,00001
