delta1,delta2,delta3,delta4
00000,00000,-0001,-0001
00000,00000,00000,00001
-0002,00001,00000,00001
00000,00000,00001,00002
00000,00002,-0002,00002
00001,00002,00001,00001
00001,00003,-0001,00000
00003,00001,00002,00002
00007,00006,00002,00004
00010,00007,00002,00005
00013,00008,00005,00011
00014,00012,00014,00017
00013,00014,00015,00018
00015,00012,00016,00020
00015,00012,00016,00024
00015,00012,00016,00024
00015,00012,00016,00026
00015,00012,00016,00026
00015,00012,00016,00026
00012,00014,00016,00020
00004,00008,00018,00013
00004,00008,00018,00013
00004,00008,00018,00009
00004,00008,00018,00013
00004,00008,00018,00009
00004,00008,00018,00012
00002,00005,00006,00002
00002,00002,00002,00005
00002,00001,00002,00002
-0001,00001,-0001,00000
00001,00000,00000,00001
00003,00002,-0001,00002
00002,00002,00001,00002
00001,00002,00000,00001
-0001,-0001,00000,00001
-0001,00001,-0002,00000
-0001,-0001,00000,00001
-0001,00000,-0002,-0001
00002,00002,-0001,00000
00001,00007,-0001,00000
00002,-0001,00000,-0001
-0002,00001,00000,-0001
00001,00003,-0003,00002
-0002,00000,-0001,00001
-0001,00003,-0005,00001
00002,00000,00001,00001
-0001,00000,00000,00000
-0002,-0002,00000,-0001
-0001,00000,-0001,-0001
-0002,00001,00003,00001
-0001,00000,00000,00000
00000,00001,-0001,-0001
00001,00002,00000,00001
00000,00001,00001,00002
00000,00000,-0001,-0002
