delta1,delta2,delta3,delta4
00000,00002,00001,-0002
00001,00001,00000,-0001
-0001,00001,-0001,00000
-0001,00001,-0001,-0001
-0001,00000,00000,00000
00000,00002,00000,00002
00003,00000,-0001,00001
00002,00004,-0001,-0001
00001,00000,00000,00001
00000,00001,00000,00000
00002,00003,00002,00000
00001,00003,-0001,00001
00006,00001,00001,00002
00015,00003,00002,00006
00028,00009,00006,00013
00027,00009,00006,00013
00028,00009,00006,00013
00027,00009,00006,00013
00025,00009,00006,00013
00026,00009,00006,00013
00026,00017,00020,00025
00026,00017,00021,00030
00026,00017,00019,00027
00026,00017,00019,00027
00026,00017,00019,00028
00026,00017,00019,00026
00030,00022,00021,00025
00030,00017,00018,00025
00036,00021,00021,00031
00036,00020,00024,00031
00036,00020,00022,00031
00036,00021,00023,00031
00036,00020,00025,00031
00036,00020,00026,00031
00036,00015,00026,00031
00019,00010,00022,00047
00015,00012,00020,00026
00014,00012,00020,00026
00011,00012,00020,00026
00009,00012,00020,00026
00007,00012,00020,00026
00015,00012,00020,00026
00008,00006,00007,00013
00008,00006,00009,00013
00008,00006,00007,00010
00008,00006,00006,00009
00008,00006,00004,00008
00008,00006,00003,00009
00006,00002,00004,00007
00003,00003,00003,00006
00002,00001,00002,00003
00001,00001,00002,00002
00004,00001,-0002,00000
00003,00003,00001,00000
-0001,00000,00000,00000
