delta1,delta2,delta3,delta4
-0003,00003,00001,00002
00000,00002,-0001,00001
-0001,00001,-0001,00001
-0001,00001,00001,00001
-0005,-0001,00002,00002
00000,00002,00000,00004
00004,00002,00000,00003
00005,00002,00001,00005
00012,00001,-0001,00008
00014,00008,00004,00011
00015,00011,00008,00014
00014,00008,00010,00017
00020,00015,00013,00020
00022,00015,00013,00022
00024,00015,00013,00021
00024,00015,00013,00026
00029,00015,00013,00027
00028,00015,00013,00031
00029,00020,00021,00032
00029,00020,00023,00032
00029,00020,00023,00032
00029,00020,00027,00032
00029,00020,00027,00032
00029,00016,00027,00032
00018,00014,00023,00032
00011,00013,00021,00025
00011,00013,00021,00025
00007,00013,00021,00025
00008,00013,00021,00025
00010,00013,00021,00025
00009,00013,00021,00025
00009,00008,00011,00017
00009,00008,00010,00017
00009,00008,00009,00017
00009,00008,00009,00017
00009,00008,00007,00017
00009,00008,00007,00017
00007,00005,00005,00013
00007,00005,00005,00013
00007,00005,00005,00010
00007,00005,00005,00010
00007,00005,00005,00009
00007,00005,00005,00009
00002,00003,00004,00009
00002,00002,00004,00007
00003,00004,00002,00007
-0001,00005,00002,00007
00001,00001,00000,00004
-0001,00001,00001,00005
00000,00000,00001,00003
00001,00003,00000,00003
00004,00001,00001,00004
00003,00004,-0001,00003
00000,00001,00000,00001
-0002,00001,00000,00001
