delta1,delta2,delta3,delta4
00001,00000,00000,00003
-0001,00000,00000,00002
00001,00000,-0001,00003
-0003,-0002,00000,00000
-0002,00000,00000,00001
00001,00000,-0001,00001
-0001,00001,00001,00002
00002,00002,-0001,00002
00003,-0001,00001,00003
00002,00001,00000,00004
00004,00004,00001,00005
00013,00006,00002,00007
00020,00012,00006,00013
00021,00012,00006,00013
00023,00012,00006,00013
00026,00012,00006,00013
00021,00012,00006,00013
00024,00012,00006,00013
00024,00019,00020,00029
00024,00019,00021,00031
00024,00019,00022,00033
00024,00019,00022,00032
00024,00019,00021,00032
00024,00019,00020,00032
00034,00025,00021,00034
00034,00021,00022,00034
00034,00023,00021,00034
00034,00027,00024,00034
00034,00029,00024,00034
00034,00027,00027,00034
00031,00028,00027,00040
00019,00021,00031,00038
00012,00013,00025,00030
00011,00012,00025,00030
00010,00011,00025,00030
00009,00009,00025,00030
00009,00008,00025,00030
00008,00010,00025,00030
00010,00008,00010,00017
00010,00008,00009,00017
00010,00008,00007,00017
00010,00008,00007,00017
00010,00008,00008,00017
00010,00008,00006,00017
00005,-0004,00010,00010
00005,-0004,00010,00011
00005,-0004,00010,00012
00005,-0004,00010,00009
00005,-0004,00010,00006
00005,-0004,00010,00007
00001,00003,00003,00007
00002,00005,00002,00005
00001,00002,00004,00004
00003,00002,00001,00005
-0001,00001,00002,00004
