delta1,delta2,delta3,delta4
00001,00001,00000,00003
00001,-0001,00000,00001
00001,00002,00001,00001
-0003,00003,00001,00003
00003,00001,-0001,00001
-0001,00001,00000,00002
00002,00003,00002,00003
00001,00007,00003,00001
00004,00005,00001,00005
00010,00006,00002,00006
00012,00012,00002,00010
00017,00015,00006,00013
00018,00012,00010,00018
00020,00016,00013,00022
00023,00016,00013,00025
00019,00016,00013,00025
00019,00016,00013,00021
00019,00016,00013,00026
00019,00016,00013,00026
00025,00016,00016,00025
00024,00016,00016,00025
00029,00016,00016,00025
00030,00016,00016,00025
00030,00016,00016,00025
00029,00016,00016,00025
00029,00018,00022,00032
00029,00018,00021,00032
00029,00018,00021,00032
00029,00018,00023,00032
00029,00018,00023,00032
00029,00018,00025,00032
00015,00019,00024,00035
00016,00019,00024,00035
00012,00013,00029,00038
00011,00013,00029,00038
00010,00013,00029,00038
00010,00013,00029,00038
00009,00013,00029,00038
00009,00013,00029,00038
00009,00013,00021,00022
00010,00012,00014,00019
00010,00012,00015,00019
00010,00012,00015,00019
00010,00012,00014,00019
00010,00012,00014,00019
00010,00012,00013,00019
00008,00010,00014,00023
00009,00009,00014,00019
00005,00008,00009,00012
00005,00008,00009,00012
00005,00008,00009,00010
00005,00008,00009,00009
00005,00008,00009,00008
00005,00008,00009,00007
00003,00005,00004,00008
