delta1,delta2,delta3,delta4
00002,00002,00001,00001
00002,00000,00001,00002
00002,00001,00003,00000
00003,00003,00001,-0001
00003,00003,00003,00003
00007,00003,00002,00001
00009,00004,00001,00003
00013,00007,00003,00006
00017,00010,00008,00012
00017,00014,00014,00020
00017,00014,00014,00019
00018,00014,00021,00021
00018,00014,00022,00018
00018,00014,00021,00018
00018,00014,00023,00018
00018,00014,00022,00018
00018,00014,00023,00018
00026,00022,00022,00030
00029,00024,00022,00033
00033,00025,00022,00037
00034,00027,00022,00043
00036,00030,00022,00042
00036,00029,00022,00046
00035,00032,00037,00045
00029,00028,00039,00039
00020,00017,00036,00045
00017,00014,00020,00025
00017,00012,00020,00025
00017,00012,00020,00025
00017,00009,00020,00025
00017,00008,00020,00025
00017,00009,00020,00025
00011,00008,00013,00014
00007,00008,00010,00012
00008,00008,00007,00011
00004,00008,00007,00012
00009,00008,00011,00011
00007,00008,00008,00010
00007,00006,00007,00009
00001,00004,00005,00010
00007,00006,00004,00006
00005,00003,00001,00003
00003,00003,00003,00004
00002,00003,00003,00003
00004,00003,00002,00003
00004,00003,00001,00002
00002,00002,00001,00002
00001,00003,00002,00001
00001,00002,00001,00000
00004,00001,00000,00001
00004,00002,00000,00001
00001,00003,00002,-0001
00003,00003,00002,00000
00003,00001,00001,00001
00004,00001,00000,00001
