delta1,delta2,delta3,delta4
00001,00002,00003,00002
00001,00002,00001,00001
00001,00002,00001,00000
-0001,00002,-0001,00000
00001,00000,00000,-0001
-0003,00001,00001,00001
00002,00003,00000,-0001
00002,00003,00001,00001
00003,00002,00001,00001
00004,00004,00002,00002
00012,00002,00002,00003
00016,00010,00007,00010
00019,00017,00014,00021
00019,00017,00014,00019
00014,00013,00017,00026
00014,00013,00017,00024
00014,00013,00017,00025
00014,00013,00017,00024
00014,00013,00017,00025
00014,00013,00017,00026
00017,00017,00022,00025
00017,00017,00021,00025
00017,00017,00022,00025
00017,00017,00024,00025
00017,00017,00023,00025
00017,00017,00021,00025
00012,00012,00021,00021
00006,00008,00013,00018
00006,00008,00010,00018
00006,00008,00012,00018
00006,00008,00010,00018
00006,00008,00008,00018
00006,00008,00007,00018
00004,00004,00007,00006
00004,00004,00007,00005
00004,00004,00007,00004
00004,00004,00007,00004
00004,00004,00007,00004
00004,00004,00007,00002
00003,00004,00004,00004
00006,00003,00002,00001
00002,00001,00002,-0001
-0001,00002,00001,00004
00001,00002,00000,00002
00005,00003,00001,00000
-0001,00001,00003,00002
00000,00001,00004,00005
00000,00001,00001,00000
00000,00000,00001,00001
-0002,00000,00000,00001
00000,00000,00000,00001
00003,00002,-0003,00006
-0001,00000,00000,00001
-0001,-0001,00001,-0001
-0002,00000,00000,00000
