delta1,delta2,delta3,delta4
00001,00001,00000,00001
-0001,-0004,00001,00004
-0001,00001,00000,00001
00003,-0001,00002,00005
00000,00000,00000,00002
-0001,00000,00001,00002
00001,00000,00001,00002
00000,-0001,00000,00003
00003,00002,00002,00004
00006,00006,00003,00008
00007,00006,00005,00009
00012,00008,00007,00015
00016,00014,00010,00021
00016,00014,00010,00020
00017,00013,00016,00023
00017,00013,00016,00027
00017,00013,00016,00023
00017,00013,00016,00019
00006,00008,00010,00017
00009,00007,00012,00015
00007,00005,00005,00012
00004,00004,00004,00009
00004,00004,00003,00007
00002,00002,00003,00007
00001,00001,00003,00002
00003,00002,00002,00005
-0002,00004,00001,00007
00002,00001,00000,00006
00000,00000,00001,00004
-0001,00002,00000,00004
00000,00001,00003,00004
00001,00001,00001,00005
00000,00000,00001,00005
00002,00001,00002,00004
00001,00003,00002,00005
00001,00001,00001,00005
00000,00001,00000,00004
00004,00001,00002,00003
00001,00002,00000,00004
00000,00000,00002,00002
00002,00001,00002,00003
00001,00000,00001,00000
00003,00000,00000,00002
-0001,00003,00002,00002
00001,00000,00000,00003
-0002,-0001,00000,00002
-0001,00000,00000,00002
00001,00001,-0001,00001
-0003,00000,00000,00002
-0001,00000,00001,00001
-0001,-0001,00000,00003
00000,00002,00000,00002
-0002,00001,00000,00002
-0002,-0001,00002,00002
00000,00000,00000,00002
