delta1,delta2,delta3,delta4
-0002,00001,-0001,00002
-0002,-0001,00000,00001
-0001,00000,00000,00003
-0002,00000,00000,00001
-0001,00001,00001,00001
00000,-0001,00001,00002
-0002,00001,00000,00000
-0002,00000,00001,00002
-0001,-0001,-0001,00000
00000,00000,00000,00003
-0001,00002,00001,00002
00004,00000,-0002,00003
00003,00002,00000,00004
00013,00003,00002,00008
00024,00008,00006,00017
00030,00008,00006,00017
00028,00008,00006,00017
00030,00008,00006,00017
00032,00008,00006,00017
00032,00008,00006,00017
00033,00021,00026,00040
00033,00022,00027,00042
00033,00027,00031,00047
00033,00027,00032,00047
00033,00031,00036,00049
00033,00032,00034,00055
00056,00036,00034,00058
00082,00044,00035,00067
00049,00040,00042,00066
00023,00022,00038,00047
00012,00012,00021,00027
00010,00011,00021,00027
00009,00009,00021,00027
00009,00009,00021,00027
00008,00006,00021,00027
00009,00006,00021,00027
00005,00004,00010,00014
00005,00004,00007,00014
00005,00004,00007,00013
00005,00004,00006,00012
00005,00004,00005,00011
00005,00004,00005,00008
00004,00002,00004,00008
00003,00002,00001,00007
00001,00003,00005,00006
00001,00003,00001,00005
00002,00002,00000,00005
00001,00001,00000,00002
00001,00004,00001,00005
00000,00001,00000,00002
-0002,-0001,00002,00003
-0001,00002,00000,00003
-0002,-0001,00000,00002
-0002,00002,-0001,00003
00000,00000,-0001,00002
