delta1,delta2,delta3,delta4
-0001,00001,00000,00002
-0001,00000,-0001,00002
-0001,00000,-0001,00002
00000,00002,00000,00002
00001,00002,00000,00002
-0002,00002,-0001,00002
00001,00003,00001,00004
00003,-0001,00001,00003
00004,00003,00001,00002
00008,00006,00000,00005
00011,00008,00003,00011
00014,00010,00007,00013
00019,00015,00009,00018
00022,00014,00014,00021
00022,00014,00014,00024
00026,00014,00014,00025
00028,00014,00014,00028
00024,00014,00014,00032
00034,00014,00014,00032
00037,00025,00020,00037
00037,00026,00022,00037
00037,00025,00025,00037
00037,00023,00027,00037
00037,00023,00028,00037
00037,00024,00033,00037
00020,00024,00036,00064
00016,00022,00038,00045
00013,00018,00028,00032
00012,00018,00028,00032
00014,00018,00028,00032
00015,00018,00028,00032
00014,00018,00028,00032
00015,00018,00028,00032
00014,00017,00016,00055
00011,00015,00019,00041
00011,00015,00019,00041
00011,00013,00019,00041
00011,00015,00019,00041
00011,00009,00019,00041
00011,00009,00019,00041
00010,00009,00011,00016
00010,00009,00008,00016
00010,00009,00011,00016
00010,00009,00008,00016
00010,00009,00006,00016
00010,00009,00007,00016
00004,00006,00003,00009
00004,00006,00003,00007
00004,00006,00003,00005
00004,00006,00003,00005
00004,00006,00003,00005
00004,00006,00003,00004
00002,00003,00001,00002
00000,00002,00002,00004
00003,00002,00001,00003
