delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,0000,0002,0000,0002,0000,0000,0000,0001
-001,-001,0001,0001,0000,0000,0000,-001,0000
0000,0000,0001,0002,0000,0000,0001,0001,0000
-002,0000,0001,0002,0000,0000,0001,-001,0000
0000,0001,0001,0002,0000,0000,0001,0001,0004
-001,0001,0001,0001,0000,0000,0000,-001,0004
0000,0001,0001,0002,0000,0001,0000,0001,0002
-001,0001,0001,0003,0000,0001,0002,0001,0002
0000,0001,0001,0003,0001,0002,0002,0004,0002
0000,0001,0003,0002,0002,0004,0003,0004,0006
0000,0002,0002,0002,0003,0004,0003,0007,0006
0002,0002,0003,0002,0007,0007,0007,0014,0006
0004,0003,0004,0011,0013,0007,0008,0014,0006
0004,0007,0005,0011,0019,0008,0007,0014,0006
0005,0013,0005,0010,0020,0007,0008,0012,0006
0007,0014,0006,0009,0020,0007,0004,0007,0005
0007,0017,0007,0007,0016,0007,0002,0006,0005
0005,0017,0007,0005,0008,0007,0000,0003,0005
0003,0013,0007,0003,0007,0007,0000,0003,0005
0002,0012,0008,0002,0007,0006,0000,0003,0003
0002,0009,0005,0002,0005,0006,0000,0001,0003
0000,0008,0005,0002,0003,0006,0000,0001,0001
0000,0005,0005,0002,0003,0003,0000,0000,0001
0000,0004,0004,0003,0003,0003,0001,0000,0001
0000,0004,0003,0002,0002,0003,0001,0000,0001
0001,0004,0003,0003,0002,0003,0001,0000,0002
0001,0004,0003,0001,0000,0004,0001,0000,0001
-001,0003,0003,0003,0000,0002,0001,0000,0001
-001,0003,0003,0003,0000,0003,0001,0000,0001
0000,0003,0004,0003,0002,0003,0002,0000,0001
0000,0001,0003,0001,0002,0003,0002,0000,0001
0000,0001,0003,0000,0001,0002,0002,0000,0001
0000,0001,0000,0000,0000,0002,0002,0000,0001
0001,0002,0003,0000,0001,0002,0002,0000,0002
0001,0001,0001,0000,0001,0002,0001,-001,0001
0001,0001,0001,0000,0001,0002,0001,0000,0001
0001,0001,0001,0001,0002,0001,0000,0000,0001
0001,0001,0002,0001,0002,0001,0000,0001,0001
0001,0001,0002,0001,0002,0001,0000,0001,0001
0002,0001,0002,0002,0001,0001,0000,0000,0002
0000,0000,0002,0002,0001,0000,0001,0000,0002
0000,0000,0002,0001,0000,0000,0000,0000,0002
0000,0000,0001,0001,0001,0001,0001,0000,0000
0000,0001,0000,0001,0000,0002,0001,0000,0000
0000,0001,0000,0002,0000,0002,0001,0000,-001
0000,0001,0000,0002,0000,0001,0001,0000,0000
0000,-001,0001,0002,0000,0001,0001,0000,0000
0000,0001,0002,0002,-001,0000,0000,0000,0001
0000,0001,0001,0002,0000,-001,-001,0000,0001
0000,0001,0001,0002,-001,-001,-001,0000,0001
0000,-001,0000,0002,-001,-001,0000,-001,0000
0000,-001,0000,0001,-001,0000,0001,-002,0000
0000,0000,0001,0000,-001,0000,0001,-001,0000
0000,0000,0001,0000,0000,0000,0001,-001,0000
-001,0000,0000,0000,0000,0000,0000,0000,0000
