delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0000,0001,0000,0002,0001,0000,0001,-001
0001,0000,0000,0002,0002,0002,0000,0001,-001
0001,0000,0000,0001,0001,0001,0000,0001,-001
-002,0001,0000,0001,0000,0002,0000,0001,0000
-002,0001,0002,0000,0000,0001,0001,0001,0000
-001,0001,0002,0000,0003,0002,0002,0001,0001
0000,-001,0002,0000,0003,0002,0002,0001,0001
0001,-001,0003,0002,0003,0002,0002,0001,0001
0000,-001,0002,0002,0003,0002,0002,0002,0001
0000,0001,0002,0002,0003,0001,0003,0004,0004
0000,0001,0002,0002,0004,0003,0004,0006,0004
0001,0001,0002,0001,0003,0001,0004,0006,0004
0001,0000,0002,0002,0004,0003,0006,0011,0006
0001,0000,0003,0004,0007,0002,0010,0015,0006
0002,0001,0003,0007,0007,0003,0011,0021,0009
0001,0004,0003,0012,0014,0006,0011,0025,0011
0001,0004,0003,0012,0024,0006,0009,0025,0011
0001,0004,0003,0012,0024,0006,0009,0024,0011
0007,0011,0003,0013,0029,0007,0009,0021,0011
0007,0017,0004,0013,0032,0011,0007,0015,0011
0007,0017,0004,0013,0032,0011,0007,0015,0011
0007,0017,0004,0013,0032,0011,0007,0015,0011
0007,0017,0004,0013,0028,0011,0007,0015,0011
0007,0017,0004,0013,0027,0011,0007,0015,0011
0007,0017,0004,0013,0027,0011,0007,0015,0011
0008,0026,0004,0006,0022,0010,0003,0007,0005
0008,0026,0011,0004,0015,0010,0001,0001,0004
0008,0023,0011,0004,0015,0010,0001,0001,0004
0008,0022,0011,0004,0015,0010,0001,0001,0004
0008,0022,0011,0004,0012,0010,0001,0001,0004
0008,0022,0011,0004,0012,0010,0001,0001,0004
0008,0022,0011,0004,0009,0010,0001,0001,0004
0008,0022,0011,0004,0007,0010,0001,0001,0004
0003,0019,0011,0002,0006,0009,0001,0001,0004
0001,0010,0009,0002,0005,0008,0001,0002,0002
0001,0007,0009,0001,0004,0004,0001,0000,0002
0001,0006,0007,0001,0002,0005,0001,0001,0001
0001,0006,0006,0001,0002,0004,0001,0000,0001
0000,0006,0005,0000,0002,0004,0001,0001,0000
0000,0006,0005,0000,0003,0004,0003,0001,0001
0000,0005,0006,0000,0003,0003,0002,0001,0001
0000,0004,0006,0001,0004,0005,0003,0001,0002
0001,0005,0006,0001,0002,0003,0002,0001,0002
0001,0005,0006,0001,0002,0005,0002,0001,0002
0001,0005,0006,0000,0002,0006,0002,0001,0001
0002,0005,0006,0000,0003,0006,0002,0002,0002
0002,0005,0006,0001,0003,0005,0001,0002,0002
0002,0004,0005,0002,0003,0004,0001,0002,0002
0002,0005,0004,0002,0003,0004,0001,0003,0002
0003,0004,0002,0002,0003,0003,0000,0002,0002
0000,0004,0002,0001,0004,0003,0000,0003,0002
0000,0002,0002,0000,0004,0002,0002,0002,0001
0000,0002,0002,0000,0004,0002,0003,0003,0001
0002,0002,0001,0002,0003,0002,0003,0002,0002
0002,0002,0001,0002,0003,0002,0003,0002,0002
