delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0001,0000,0000,0000,-001,0001,0001,0000
-001,0001,0000,0000,0000,-002,0002,0001,0002
-001,0000,0000,0000,0000,0000,0002,0001,0002
-001,0000,0001,0002,0001,0000,0002,0001,0001
-001,0000,0000,0002,0000,0001,0002,0001,0001
0001,0000,0001,0000,0001,0002,0001,0001,0001
0000,0000,0001,0000,0001,0002,0001,0001,0002
0000,0001,0001,0000,0001,0003,0001,0001,0002
-001,0001,0001,0001,0002,0003,0001,0003,0002
-001,0001,0001,0002,0002,0003,0003,0004,0003
-001,0000,0001,0002,0003,0002,0004,0007,0004
0000,0000,0001,0003,0005,0002,0004,0011,0006
0002,0001,0001,0003,0007,0002,0008,0015,0006
0002,0004,0003,0004,0011,0006,0008,0018,0006
0003,0007,0004,0009,0023,0007,0008,0018,0006
0004,0012,0005,0009,0023,0007,0007,0014,0005
0005,0017,0007,0009,0021,0008,0004,0010,0004
0005,0017,0007,0005,0016,0008,0002,0006,0002
0004,0015,0007,0004,0007,0005,0001,0002,0002
0002,0011,0005,0001,0005,0005,0001,0000,0000
0002,0006,0003,0001,0002,0002,0001,0000,0000
0003,0003,0003,0001,0002,0002,0001,0000,0000
0003,0002,0003,0002,0002,0002,0001,0000,0000
0000,0001,0001,0002,0001,0001,0001,-001,-001
0000,0000,0001,0002,0000,0000,0000,-001,-001
0000,0000,0000,0001,0000,0001,0001,-001,-001
0000,0000,0000,0002,0001,0000,0001,-001,-002
0001,0001,0000,0001,0001,0000,0001,-001,-002
0000,0000,0000,0002,0001,0000,0001,-001,-001
0001,0000,0000,0002,0000,0001,0001,0000,0000
0000,0000,0000,0002,0000,0001,0001,0000,0000
-001,-001,0000,0002,0000,0001,0001,0000,0001
-001,0000,0000,0000,0000,0001,0001,-002,0001
-001,-001,0001,0000,0001,0001,0002,0000,0001
0000,-001,0001,0000,0000,0002,0002,0000,-001
0001,-001,0001,0000,0000,0002,0001,0001,0001
0001,0001,0001,0000,0000,0002,0001,0000,0000
0001,0001,0000,-001,0000,0001,0000,-001,0000
0001,0000,0000,-001,0000,0001,0000,-001,0000
0001,0000,0000,-001,0000,0001,0000,-001,0003
0001,0002,0000,0001,0000,0001,0001,0000,0003
0001,0002,0000,0001,0000,0001,0001,0000,-001
0000,0001,0001,0002,0001,0001,0000,0000,-001
0000,0001,0001,0002,0000,0001,0000,0000,-001
0000,0001,0001,0001,-001,0001,0001,-001,-001
-001,-001,-002,0000,-001,0001,0001,-001,-001
0000,-001,0000,0000,0000,0001,0002,0000,-001
0000,-001,0000,0000,0000,0001,0000,0000,-001
0000,-001,0000,0000,0000,0001,0000,0000,-001
0000,-001,0000,0001,0000,0001,0000,0000,-001
0000,-001,0000,0000,0000,0001,-001,0000,0001
-001,0000,0000,0001,0000,0001,0000,0000,0001
-001,0000,0000,0000,0000,0001,0000,0000,0001
-001,0000,0000,0000,0000,0002,0000,0000,0001
0000,0000,0000,0000,0000,0002,0001,0000,0000
