delta1,delta2,delta3,delta4
0013,0018,0040,0025,
0013,0030,0042,0032,
0024,0031,0050,0039,
0025,0037,0051,0039,
0026,0044,0062,0043,
0029,0047,0067,0054,
0029,0047,0075,0056,
0029,0047,0075,0056,
0023,0033,0068,0052,
0017,0031,0057,0050,
0017,0021,0048,0036,
0006,0011,0013,0010,
0006,0011,0013,0010,
0006,0011,0013,0009,
0004,0007,0005,0001,
0004,0006,0005,0001,
0004,0006,0005,0001,
-003,0005,0008,0009,
-003,0005,0008,0005,
-003,0005,0008,0005,
0001,0001,0002,-002,
0002,0001,0002,-002,
0002,0001,0003,-002,
0000,0001,0005,0000,
0000,0001,0005,0004,
0000,0001,0005,0004,
0001,0004,0002,0000,
0001,0004,0002,0000,
0001,0004,0002,0000,
0002,-001,0003,0001,
