delta1,delta2,delta3,delta4
0014,0016,0025,0032,
0014,0016,0029,0032,
0019,0029,0042,0047,
0019,0029,0042,0047,
0019,0029,0046,0048,
0019,0040,0059,0057,
0019,0040,0059,0057,
0019,0030,0058,0057,
0009,0026,0049,0045,
0009,0019,0039,0045,
0009,0008,0015,0020,
0001,0004,0008,0009,
0001,0004,0008,0009,
0001,0004,0008,0009,
0001,-001,0003,0002,
0001,-001,0003,0002,
0001,-001,0003,0002,
-003,0004,-002,-005,
-003,0004,-002,-005,
-003,0004,-002,-005,
0000,-004,0000,-007,
0000,-004,0000,-007,
0000,-004,0000,-007,
0001,-004,0000,0001,
0001,-004,0000,0001,
0001,-004,0000,0001,
0001,-005,0002,-001,
0001,-005,0002,-001,
0001,-005,0002,-001,
-003,-004,-005,-003,
