delta1,delta2,delta3,delta4
0012,0027,0035,0035,
0012,0027,0035,0038,
0024,0033,0046,0046,
0024,0035,0047,0046,
0024,0036,0047,0046,
0022,0040,0063,0059,
0022,0040,0063,0059,
0019,0034,0058,0059,
0016,0028,0054,0050,
0011,0021,0027,0039,
0010,0012,0018,0021,
0007,0006,0017,0014,
0007,0006,0005,0009,
0007,0006,0005,0009,
0003,0004,0003,0003,
0003,0004,0003,0003,
0003,0004,0003,0003,
-002,-002,0003,0005,
-001,0000,0003,0005,
-001,0000,0003,0005,
-001,0002,-001,0004,
-002,0002,0002,0004,
-002,0002,0002,0004,
0001,0005,0002,0004,
0001,0005,0002,0004,
0001,0005,0002,0004,
0002,0005,0003,0005,
0002,0005,0003,0005,
0002,0005,0003,0005,
0003,0005,0002,0004,
