delta1,delta2,delta3,delta4
0011,0025,0028,0027,
0013,0025,0028,0027,
0016,0032,0038,0027,
0016,0032,0038,0027,
0016,0032,0043,0027,
0020,0038,0049,0039,
0020,0038,0049,0039,
0020,0038,0052,0039,
0028,0045,0060,0045,
0028,0045,0060,0045,
0028,0045,0060,0045,
0024,0047,0068,0044,
0024,0047,0068,0044,
0021,0047,0068,0044,
0024,0049,0069,0049,
0024,0049,0069,0049,
0024,0049,0069,0049,
0017,0041,0072,0046,
0017,0041,0072,0046,
0017,0040,0072,0046,
0010,0020,0051,0035,
0010,0020,0051,0035,
0010,0017,0051,0035,
0002,0002,0014,0015,
0002,0002,0014,0015,
0001,0002,0010,0009,
0002,0000,0000,-006,
0002,0000,0000,-006,
0002,0000,0000,-006,
-002,-005,-009,-010,
