delta1,delta2,delta3,delta4
0008,0018,0028,0020,
0012,0020,0035,0020,
0018,0038,0047,0034,
0018,0038,0047,0034,
0031,0038,0052,0035,
0031,0047,0065,0046,
0031,0047,0065,0046,
0031,0055,0073,0046,
0029,0055,0079,0048,
0029,0055,0079,0048,
0019,0055,0079,0048,
0011,0028,0064,0044,
0011,0028,0054,0037,
0011,0022,0050,0037,
0000,-003,0003,-002,
0000,-003,0003,-002,
0000,-003,0003,-002,
-008,-013,-016,-014,
-008,-013,-016,-014,
-008,-013,-016,-014,
-009,-015,-011,-015,
-009,-015,-011,-015,
-009,-015,-011,-015,
-009,-015,-014,-020,
-009,-015,-014,-020,
-009,-015,-014,-020,
-005,-011,-014,-014,
-005,-011,-014,-014,
-005,-011,-014,-014,
-009,-017,-018,-018,
