delta1,delta2,delta3,delta4
0016,0024,0031,0023,
0016,0024,0031,0023,
0024,0036,0050,0044,
0024,0036,0050,0044,
0024,0036,0050,0044,
0031,0046,0067,0058,
0031,0046,0067,0058,
0031,0048,0067,0058,
0033,0063,0090,0069,
0033,0063,0091,0069,
0033,0063,0091,0069,
0023,0046,0092,0077,
0023,0046,0090,0077,
0023,0046,0090,0077,
0002,0011,0021,0024,
0002,0011,0021,0024,
0001,0008,0018,0018,
-006,-008,-005,-004,
-006,-008,-005,-004,
-006,-008,-005,-004,
-005,-008,-006,-012,
-005,-008,-006,-012,
-005,-008,-006,-012,
-002,-003,-006,-010,
-002,-003,-006,-010,
-002,-003,-006,-010,
-004,-005,-008,-011,
-004,-005,-008,-011,
-004,-005,-008,-011,
-005,-008,-008,-010,
