delta1,delta2,delta3,delta4
0016,0031,0038,0028,
0016,0031,0038,0028,
0017,0031,0038,0028,
0020,0037,0047,0036,
0020,0037,0047,0036,
0023,0037,0047,0036,
0023,0037,0053,0042,
0023,0037,0053,0042,
0022,0037,0053,0042,
0023,0043,0055,0037,
0023,0043,0055,0037,
0023,0043,0055,0037,
0016,0040,0056,0038,
0016,0040,0056,0038,
0016,0040,0056,0038,
0011,0028,0049,0035,
0011,0028,0049,0035,
0009,0028,0049,0035,
0011,0016,0027,0021,
0011,0016,0027,0021,
0011,0016,0027,0021,
-002,-001,-002,0000,
-002,-001,-002,0000,
-002,-001,-002,0000,
-001,-005,-003,-008,
-001,-005,-003,-008,
-001,-005,-003,-008,
-004,-006,-012,-010,
-004,-006,-012,-010,
-004,-006,-012,-010,
