delta1,delta2,delta3,delta4
0012,0019,0027,0022,
0012,0019,0027,0022,
0019,0023,0036,0028,
0019,0023,0036,0028,
0019,0023,0036,0028,
0019,0028,0043,0028,
0019,0028,0043,0028,
0019,0028,0043,0028,
0015,0023,0051,0036,
0015,0023,0051,0036,
0015,0023,0051,0036,
0003,0013,0025,0018,
0003,0013,0025,0018,
0003,0013,0025,0018,
0007,-004,-003,0004,
0007,-004,-003,0004,
0007,-004,-003,0004,
-003,-007,-004,0000,
-003,-007,-004,0000,
-003,-007,-004,0000,
-001,-004,-002,-001,
-001,-004,-002,-001,
-001,-004,-002,-001,
-003,-007,-008,-009,
-003,-007,-008,-009,
-003,-007,-008,-009,
0000,-005,-002,-005,
0000,-005,-002,-005,
0000,-005,-002,-005,
-001,0000,-004,-005,
