delta1,delta2,delta3,delta4
0017,0034,0045,0032,
0017,0034,0045,0032,
0028,0033,0058,0048,
0028,0033,0058,0048,
0028,0039,0058,0048,
0024,0040,0060,0050,
0024,0040,0060,0050,
0024,0040,0060,0050,
0011,0033,0065,0043,
0011,0033,0065,0043,
0011,0033,0065,0043,
0003,0008,0019,0017,
0003,0008,0019,0017,
0003,0007,0015,0017,
-005,0000,-002,-001,
-005,0000,-002,-001,
-005,0000,-002,-001,
-004,-002,0000,-004,
-004,-002,0000,-004,
-004,-002,0000,-004,
0001,-009,-006,-005,
0001,-009,-006,-005,
0001,-009,-006,-005,
-007,-006,-005,-002,
-007,-006,-005,-002,
-007,-006,-005,-002,
-003,0000,-004,-004,
-003,0000,-004,-004,
-003,0000,-004,-004,
-007,-006,-002,-004,
