delta1,delta2,delta3,delta4
0008,0017,0023,0027,
0007,0016,0022,0026,
0013,0025,0025,0033,
0013,0025,0026,0033,
0015,0024,0026,0033,
0012,0019,0033,0037,
0012,0019,0033,0037,
0012,0019,0033,0035,
0008,0022,0026,0029,
0008,0022,0026,0029,
0008,0018,0026,0029,
0001,0016,0021,0025,
0001,0008,0018,0025,
0001,0008,0015,0023,
0001,0004,0010,0011,
-003,0003,0005,0011,
-003,0003,0005,0011,
0002,0004,0004,-004,
0002,0004,0002,-005,
0002,0004,0002,-005,
-002,0001,0001,0000,
-002,0001,0001,0000,
-002,0001,0001,0000,
-003,0002,0002,0011,
-003,0002,0002,0011,
-003,0002,0002,0011,
-002,0002,0004,0007,
-002,0002,0004,0007,
-002,0002,0004,0007,
-002,0004,-002,0003,
