delta1,delta2,delta3,delta4
0013,0015,0027,0029,
0013,0015,0027,0029,
0013,0020,0032,0037,
0013,0020,0032,0037,
0013,0020,0032,0038,
0010,0024,0039,0041,
0010,0024,0039,0041,
0010,0018,0024,0036,
0006,0008,0021,0020,
0005,0006,0014,0020,
0005,0006,0014,0018,
0001,0000,0005,0005,
0001,0000,0005,0005,
0001,0000,0005,0005,
0003,0002,0001,0002,
0003,0002,0001,0002,
0002,0002,0001,0002,
0000,-001,0003,0004,
0000,-001,0003,0004,
0000,-001,0003,0004,
0000,-001,0001,-002,
0000,-001,0001,-002,
0000,-001,0001,-002,
0003,0000,0003,0006,
0003,0000,0003,0006,
0005,0000,0003,0004,
0000,0001,0002,0001,
0000,0001,0002,0001,
0000,0003,0002,0001,
0004,0002,0003,-001,
