delta1,delta2,delta3,delta4
0016,0021,0023,0032,
0016,0027,0023,0032,
0026,0041,0045,0050,
0026,0041,0045,0050,
0026,0044,0050,0050,
0034,0051,0075,0076,
0034,0051,0075,0076,
0035,0051,0075,0076,
0041,0058,0075,0074,
0041,0061,0076,0074,
0039,0063,0078,0074,
0037,0068,0123,0101,
0037,0068,0130,0126,
0037,0068,0139,0134,
0037,0074,0139,0180,
0037,0074,0139,0180,
0037,0049,0075,0111,
0037,0040,0045,0064,
0037,0017,0028,0037,
0004,0009,0009,0022,
-002,0008,0006,0006,
-002,0008,0006,0006,
-002,0006,0006,0006,
0001,0004,-001,0000,
0001,0004,-001,0000,
0001,0004,-001,0000,
0004,0004,0003,0007,
0004,0004,0003,0007,
0004,0004,0003,0007,
0003,0003,-001,0001,
