delta1,delta2,delta3,delta4
0014,0021,0027,0032,
0014,0021,0027,0032,
0017,0030,0034,0036,
0017,0030,0034,0036,
0017,0030,0034,0036,
0018,0026,0039,0044,
0018,0026,0039,0044,
0018,0026,0039,0044,
0013,0027,0043,0046,
0011,0027,0043,0046,
0011,0027,0042,0044,
0011,0019,0029,0039,
0011,0019,0029,0039,
0008,0016,0023,0034,
0007,0016,0020,0021,
0007,0016,0015,0021,
0007,0011,0010,0021,
0003,0006,0006,0010,
0003,0006,0006,0010,
0003,0006,0006,0010,
0004,0006,0004,0008,
0004,0006,0004,0008,
0004,0006,0004,0008,
0004,0002,0003,0002,
0004,0002,0003,0002,
0004,0002,0003,0002,
-003,0000,0003,0010,
-003,0000,0003,0010,
-003,0000,0002,0007,
0001,0000,0000,0003,
