delta0,delta1,delta2,delta3,delta4
0006,0001,0002,-001,0000
0005,0000,0004,0001,0004
0005,0000,0004,0001,0004
0005,0000,0004,0001,0004
0004,0001,0003,0001,0001
0004,0001,0003,0001,0001
0004,0001,0003,0001,0001
0005,0001,-001,-002,0001
0005,0001,-001,-002,0001
0005,0001,0002,-002,0001
0008,0003,0002,0000,0000
0008,0003,0002,0000,0000
0008,0003,0000,0000,0000
0008,-001,0003,0000,-002
0008,-001,0003,0000,-002
0008,-001,0003,0000,-002
0003,0000,0006,0004,0003
0003,0000,0006,0004,0003
0003,0000,0006,0004,0003
0007,0002,0004,0000,0000
0007,0002,0004,0000,0000
0007,0002,0002,0000,0000
0003,-003,0005,0004,0004
0003,-003,0005,0004,0004
0003,-003,0005,0004,0004
0007,0002,0002,-002,0000
0007,0002,0002,-002,0000
0007,0002,0002,-002,0000
0004,-002,0004,0004,0000
0004,-002,0004,0004,0000
