delta0,delta1,delta2,delta3,delta4
0002,0001,-002,-001,0000
0001,-001,0004,0002,0001
0001,-001,0004,0002,0001
0001,-001,0004,0002,0001
0004,0001,0001,-002,0001
0004,0001,0001,-002,0001
0004,0001,0001,-002,0001
0005,0004,0003,0001,-001
0005,0004,0003,0001,-001
0005,0004,0003,0001,-001
0007,0002,0001,-004,0001
0006,0002,0001,-004,0001
0006,0002,0001,-004,0001
0002,-001,-003,0003,0006
0002,-001,-003,0003,0006
0002,-001,-003,0003,0006
0003,0002,0004,0001,0001
0003,0002,0004,0001,0001
0003,0002,0004,0001,0001
0004,0000,0004,0003,0002
0004,0000,0004,0003,0002
0004,0000,0004,0003,0002
0007,0002,-003,0000,0001
0007,0002,-003,0000,0001
0007,0002,-003,0000,0001
0002,-003,0006,0001,0002
0002,-003,0006,0001,0002
0002,-003,0006,0001,0002
0005,0001,0002,0002,0001
0005,0001,0002,0002,0001
