delta0,delta1,delta2,delta3,delta4
0002,0003,0001,0000,-001
0002,0003,0001,0000,-001
0002,0003,0001,0000,-001
0003,0003,0007,-002,0007
0003,0003,0007,-002,0007
0003,0003,0007,-002,0007
0000,-001,0000,0000,0005
0000,-001,0000,0000,0005
0000,-001,0000,0000,0005
0007,0000,0002,0000,0004
0007,0000,0002,0000,0004
0007,0000,0002,0000,0004
0001,0002,0001,-003,0000
0001,0002,0001,-003,0000
0001,0002,0001,-003,0000
0007,0002,0004,0001,0004
0007,0002,0004,0001,0004
0007,0002,0004,0001,0004
0007,-001,0006,0000,0006
0007,-001,0006,0000,0006
0007,-001,0006,0000,0006
0001,0001,-001,0001,-002
0001,0001,-001,0001,-002
0001,0001,-001,0001,-002
0003,0004,0003,0000,0004
0003,0004,0003,0000,0004
0003,0004,0003,0000,0004
0002,0001,0005,0001,0004
0002,0001,0005,0001,0004
0002,0001,0005,0001,0004
