delta0,delta1,delta2,delta3,delta4
0003,-001,-005,0002,0001
0005,0000,0006,0002,0007
0005,0000,0006,0002,0007
0005,0000,0006,0002,0007
0005,-001,0004,0001,0004
0005,-001,0004,0001,0004
0005,-001,0004,0001,0004
-001,0003,-004,0003,-001
0000,0003,-003,0003,0000
0000,0003,-003,0003,0000
0005,0000,0006,0001,0003
0005,0000,0006,0001,0003
0005,0000,0006,0001,0003
0003,0000,0002,0003,0001
0003,0000,0002,0003,0001
0003,0000,0002,0003,0001
0009,0002,0000,0001,0004
0009,0002,0000,0001,0004
0009,0002,0000,0001,0004
0002,0003,0000,0000,0002
0002,0003,0000,0000,0002
0002,0003,0000,0000,0002
0009,-002,0002,0001,0004
0009,-002,0002,0001,0004
0009,-002,0002,0001,0004
0004,0002,0002,0002,0001
0004,0002,0002,0002,0001
0004,0002,0002,0002,0001
0001,-001,0001,0001,0001
0001,-001,0001,0001,0001
