delta0,delta1,delta2,delta3,delta4
0003,0001,0001,0001,0000
0005,-001,0004,0000,0003
0005,-001,0004,0000,0003
0005,0000,0004,0000,0003
0008,0003,0004,-002,0000
0008,0003,0004,-002,0000
0008,0003,0004,-001,0000
0010,0005,0003,-001,0001
0010,0005,0003,-001,0001
0010,0005,0003,-003,0001
0007,0002,0001,-001,0002
0007,0002,0001,-001,0002
0007,0002,0001,-001,0002
0007,0002,0006,0003,0003
0007,0002,0006,0003,0003
0007,0002,0006,0003,0003
0007,0000,0002,0001,0000
0007,0000,0002,0001,0000
0007,0000,0002,0001,0000
0003,0001,0004,0000,0003
0003,0001,0004,0000,0003
0003,0001,0004,0000,0003
0009,0002,0002,-001,-001
0009,0002,0002,-001,-001
0009,0002,0002,-001,-001
0004,0003,0005,0003,0001
0004,0003,0005,0003,0001
0005,0003,0005,0003,0001
0007,0003,0002,-001,0002
0007,0003,0002,-001,0002
