delta0,delta1,delta2,delta3,delta4
0001,0001,-003,-001,0002
0001,0001,-003,-001,0002
0001,0001,-003,-001,0002
0005,-001,0004,0000,0002
0005,-001,0004,0000,0002
0005,-001,0004,0000,0002
0001,0004,0000,0003,0001
0001,0004,0000,0003,0001
0001,0004,0000,0003,0001
0002,0001,0000,0002,0001
0002,0001,0000,0002,0001
0002,0001,0000,0002,0001
0001,0003,0001,0003,-001
0001,0003,0001,0003,-001
0001,0003,0001,0003,-001
-003,0002,-002,0003,0000
-003,0002,-002,0003,0000
-003,0002,-002,0003,0000
0001,0004,-003,0003,-001
0001,0004,-003,0003,-001
0001,0004,-003,0003,-001
0004,0002,0000,0006,0002
0004,0002,0000,0006,0002
0004,0002,0000,0006,0002
0004,0001,0003,0005,0001
0004,0001,0003,0005,0001
0004,0001,0003,0005,0001
0003,-003,0001,0003,-003
0003,-003,0001,0003,-003
0003,-003,0001,0003,-003
