delta0,delta1,delta2,delta3,delta4
0006,0004,0001,0003,0001
0001,0001,0000,0003,-001
0001,0001,0000,0003,-001
0001,0001,0000,0003,-001
0005,0002,0004,0002,-001
0005,0002,0004,0002,-001
0005,0002,0004,0002,-001
0001,0003,0003,0002,0000
0001,0003,0003,0002,0000
0001,0003,0003,0002,0000
0002,0002,0000,-001,0002
0002,0002,0000,-001,0002
0002,0002,0000,-001,0002
0001,0002,0001,-001,0002
0001,0002,0001,-001,0002
0001,0002,0001,-001,0002
0000,0002,0000,-003,0002
0000,0002,0000,-003,0002
0000,0002,0000,-003,0002
0004,0006,-001,-001,0000
0004,0006,-001,-001,0000
0004,0006,-001,-001,0000
0002,0002,0001,-001,0000
0002,0002,0001,-001,0000
0002,0002,0001,-001,0000
0005,0003,0003,0003,0000
0005,0003,0003,0003,0000
0005,0003,0003,0003,0000
0007,0005,0000,0001,0000
0007,0005,0000,0001,0000
