delta0,delta1,delta2,delta3,delta4
0001,0000,0007,0006,0003
0001,0000,0007,0006,0003
0002,0000,0005,0001,0004
0002,0000,0005,0001,0004
0002,0000,0005,0001,0004
0001,0000,0006,0006,0001
0001,0000,0006,0006,0001
0001,0000,0006,0006,0001
0006,0003,-001,-001,0001
0008,0003,-001,-001,0001
0008,0003,-001,-001,0001
0000,0002,0005,0005,0001
0000,0002,0005,0005,0001
0000,0002,0005,0005,0001
0000,0000,0001,-004,0003
0000,0000,0001,-004,0003
0000,0000,0001,-004,0003
0001,0002,0004,-002,0006
0001,0002,0004,-002,0006
0001,0002,0004,-002,0006
0002,-001,0004,0005,0003
0002,-001,0004,0005,0003
0002,-001,0004,0005,0003
0000,0003,0000,0000,0005
0000,0003,0000,0000,0005
0000,0003,0000,0000,0005
0004,0004,-004,-002,0000
0004,0004,-004,-002,0000
0004,0004,-004,-002,0000
0002,0000,-001,0001,0005
