delta0,delta1,delta2,delta3,delta4
0001,0001,0002,0001,0003
0003,0003,0004,0001,0004
0003,0003,0004,0001,0004
0003,0003,0004,0001,0004
0001,0005,-001,0001,-001
0001,0005,-001,0001,-001
0001,0005,-001,0001,-001
0007,0002,0005,-001,0001
0007,0002,0005,-001,0001
0007,0002,0005,-001,0001
-003,0004,0001,0002,0000
-003,0004,0001,0002,0000
-003,0004,0001,0002,0000
-001,0004,0000,0002,0001
-001,0004,0000,0002,0001
-001,0004,0000,0002,0001
-001,0001,-001,-002,-002
-001,0001,-001,-002,-002
-001,0001,-001,-002,-002
0005,0004,0005,0000,0006
0005,0004,0005,0000,0006
0005,0004,0005,0000,0006
-001,0004,0002,-001,-001
-001,0004,0002,-001,-001
-001,0004,0002,-001,-001
0001,-002,0000,-001,-001
0001,-002,0000,-001,-001
0001,-002,0000,-001,-001
-003,-001,0001,-002,-003
-003,-001,0001,-002,-003
