delta0,delta1,delta2,delta3,delta4
0001,0002,0000,-003,0000
0002,0002,0000,-005,0000
0002,0002,0000,-005,0000
0002,0002,0000,-005,0000
0001,-001,-001,-001,0004
0001,-001,-001,-001,0004
0001,-001,-001,-001,0004
0000,0000,0004,0002,-001
0000,0000,0004,0002,-001
0000,0000,0004,0002,-001
0000,0001,0004,0005,0000
0000,0001,0004,0005,0000
0000,0001,0004,0005,0000
0001,0002,-002,-004,0001
0001,0002,-002,-004,0001
0001,0002,-002,-004,0001
0002,0001,-001,-003,-001
0002,0001,-001,-003,-001
0002,0001,-001,-003,-001
0003,0000,0003,-002,0002
0003,0000,0003,-002,0002
0003,0000,0003,-002,0002
0001,-001,0002,0000,0001
0001,-001,0002,0000,0001
0001,-001,0002,0000,0001
0001,0002,0005,0001,-002
0001,0002,0005,0001,-002
0001,0002,0005,0001,-002
-001,0001,-001,0001,0001
-001,0001,-001,0001,0001
