delta0,delta1,delta2,delta3,delta4
0002,0000,-003,0003,0000
0002,0000,-003,0003,0000
-003,0004,-002,0001,-001
-003,0004,-002,0001,-001
-003,0004,-002,0001,-001
-001,0004,-003,0004,-001
-001,0004,-003,0004,-001
-001,0004,-003,0004,-001
0006,-001,0001,0000,0003
0006,-001,0001,0000,0003
0006,-001,0001,0000,0003
0001,0000,0001,0002,0000
0001,0000,0001,0002,0000
0001,0000,0001,0002,0000
0001,0003,-001,0004,-002
0001,0003,-001,0004,-002
0001,0003,-001,0004,-002
0009,0002,0002,0002,0003
0009,0002,0002,0002,0003
0009,0002,0002,0002,0003
0000,0002,0000,-001,0000
0000,0002,0000,-001,0000
0000,0002,0000,-001,0000
0007,0002,0005,0002,0005
0007,0002,0005,0002,0005
0007,0002,0005,0002,0005
0000,0005,0002,0005,0001
0000,0005,0002,0005,0001
0000,0005,0002,0005,0001
0000,0002,0002,0002,-001
