delta0,delta1,delta2,delta3,delta4
0003,0002,0000,-001,0002
0003,0002,0000,-001,0002
0003,0002,0000,-001,0002
0006,0001,0005,-001,0005
0006,0001,0005,-001,0005
0006,0001,0005,-001,0005
0002,-002,0000,-001,0001
0002,-002,0000,-001,0001
0002,-002,-002,-001,0001
0003,0001,0007,0000,0006
0003,0001,0007,0000,0006
0003,0001,0007,0000,0006
0002,-002,0002,0001,0003
0002,-002,0002,0001,0003
0002,-002,0002,0001,0003
0002,0005,0004,0003,0001
0002,0005,0004,0003,0001
0002,0005,0004,0003,0001
0002,0005,0003,0001,0002
0002,0005,0003,0001,0002
0002,0005,0003,0001,0002
0008,0002,0006,0001,0005
0008,0002,0006,0001,0005
0008,0002,0006,0001,0005
0002,0004,0001,0001,0000
0002,0004,0001,0001,0000
0002,0004,0001,0001,0000
-001,0005,0002,0005,0002
-001,0005,0002,0005,0002
-001,0005,0002,0005,0002
