delta0,delta1,delta2,delta3,delta4
-002,0003,0003,-001,0001
-002,0003,0003,-001,0001
0003,0002,0007,0000,0004
0003,0002,0007,0000,0004
0003,0002,0007,0000,0004
-001,0005,0001,0000,0001
-001,0005,0001,0000,0001
-001,0005,0001,0000,0001
0002,0002,0006,0000,0005
0002,0002,0006,0000,0005
0002,0002,0006,0000,0005
-001,0003,0000,0002,0001
-001,0003,0000,0002,0001
-001,0003,0000,0002,0001
0000,0003,-003,0001,0005
0000,0003,-003,0001,0005
0000,0003,-003,0001,0005
-002,0006,0001,0002,0003
-002,0006,0001,0002,0003
-002,0006,0001,0002,0003
0006,0002,0006,-001,0003
0006,0002,0006,-001,0003
0006,0002,0006,-001,0003
0000,0001,-001,-001,0001
0000,0001,-001,-001,0001
0000,0001,-001,-001,0001
-002,0005,0003,-001,0003
-002,0005,0003,-001,0003
-002,0005,0003,-001,0003
-002,0007,0001,0003,0001
