delta0,delta1,delta2,delta3,delta4
0004,0000,0004,0002,0004
0004,0000,0004,0002,0004
0003,0003,0001,0002,0002
0003,0003,0001,0002,0002
0003,0003,0001,0002,0002
0005,0002,0002,-001,0005
0005,0002,0002,-001,0005
0005,0002,0002,-001,0005
0009,0001,0004,0002,0005
0009,0001,0004,0002,0005
0009,0001,0004,0002,0005
0007,0001,0006,-004,0005
0007,0001,0006,-004,0005
0007,0001,0006,-004,0005
0002,-001,0000,0000,0000
0002,-001,0000,0000,0000
0002,-001,0000,0000,0000
0007,0000,0003,0000,0000
0007,0000,0003,0000,0000
0007,0000,0003,0000,0000
0003,0000,0003,0001,0005
0003,0000,0003,0001,0005
0003,0000,0003,0001,0005
0002,0001,-003,-001,-002
0002,0001,-003,-001,-002
0002,0001,-003,-001,-002
0004,0002,-002,0001,0002
0004,0002,-002,0001,0002
0004,0002,-002,0001,0002
0002,0000,0004,0002,0004
