delta0,delta1,delta2,delta3,delta4
0008,0003,0006,0001,0001
0008,0003,0006,0001,0001
0008,0005,0003,0001,0002
0008,0005,0003,0001,0002
0008,0005,0003,0001,0002
0005,0003,0009,0001,0004
0005,0003,0009,0001,0004
0005,0003,0009,0001,0004
0009,0003,0005,0001,-001
0011,0003,0005,0001,-001
0011,0003,0005,0001,-001
0006,0001,0003,0000,0001
0006,0001,0003,0000,0001
0006,0001,0003,0000,0001
0008,0003,0001,0003,0004
0007,0002,0000,0002,0003
0007,0002,0000,0002,0003
0010,0004,0002,0001,-001
0006,0004,0002,0001,-001
0006,0004,0005,0001,-001
0006,0000,0006,0006,0005
0006,0000,0005,0005,0005
0006,0000,0003,0005,0005
0003,0001,0003,0005,0003
0003,0001,0006,0003,0003
0007,0001,0006,0003,0003
0007,0004,0004,0000,-001
0007,0004,0004,0000,-001
0007,0004,0004,-001,0000
0005,0002,0007,0004,0004
