delta0,delta1,delta2,delta3,delta4
0002,0002,0001,0000,0001
0002,0002,0001,0000,0001
0002,0002,0001,0000,0001
0003,0002,0002,0002,-001
0003,0002,0002,0002,-001
0003,0002,0002,0002,-001
0004,0000,0004,-002,0003
0004,0000,0004,-002,0003
0004,0000,0004,-002,0003
0006,0001,0005,-003,0004
0006,0001,0005,-003,0004
0006,0001,0005,-003,0004
0001,0001,0002,-001,-001
0001,0001,0002,-001,-001
0001,0001,0002,-001,-001
0002,0001,0005,0000,0001
0002,0001,0005,0000,0001
0002,0001,0005,0000,0001
0006,0002,0003,0000,0001
0006,0002,0003,0000,0001
0006,0002,0003,0000,0001
0000,0001,0003,-004,-001
0000,0001,0003,-004,-001
0000,0001,0003,-004,-001
0003,0004,0001,0002,0001
0003,0004,0001,0002,0001
0003,0004,0001,0002,0001
0003,0003,0002,-001,0001
0003,0003,0002,-001,0001
0003,0003,0002,-001,0001
