delta0,delta1,delta2,delta3,delta4
0003,0004,0003,0004,0002
0003,0004,0003,0004,0002
0003,0004,0003,0004,0002
0002,0004,0002,0003,0001
0002,0004,0002,0003,0001
0002,0004,0002,0003,0001
0004,-001,0003,0001,0002
0004,-001,0003,0001,0002
0004,-001,0003,0001,0002
0006,0004,0001,0005,0003
0006,0004,0001,0005,0003
0006,0004,0001,0005,0003
0003,0002,0000,0004,0003
0003,0002,0000,0004,0003
0003,0002,0000,0004,0003
0004,0001,-001,0001,0001
0004,0001,-001,0001,0001
0004,0001,-001,0001,0001
0002,0002,0000,0003,0001
0002,0002,0000,0003,0001
0002,0002,0000,0003,0001
0006,0000,0004,0001,0004
0006,0000,0004,0001,0004
0006,0000,0004,0001,0004
0004,-001,-002,0002,-001
0004,-001,-002,0002,-001
0004,-001,-002,0002,-001
0004,0000,0002,0000,0002
0004,0000,0002,0000,0002
0004,0000,0002,0000,0002
