delta0,delta1,delta2,delta3,delta4
0004,-001,0004,0006,0003
0007,0001,0001,0000,0000
0006,0001,0001,0000,0000
0006,0001,0001,0000,0000
0003,0001,0003,0006,0002
0003,0001,0003,0006,0002
0003,0001,0003,0006,0002
0004,0000,0003,0002,0003
0004,0000,0003,0002,0003
0004,0000,0003,0002,0003
0002,0000,0000,0001,0000
0002,0000,0000,0001,0000
0002,-001,0000,0001,0000
0002,-001,-001,0001,0001
0002,-001,-001,0001,0001
0002,-001,-001,0001,0001
0000,-002,0001,0005,0003
0000,-002,0001,0005,0003
0004,-002,0001,0005,0003
0005,0005,-002,0004,0003
0005,0005,-002,0004,0003
0005,0005,-002,0004,0003
0002,0000,0000,0003,0000
0002,0000,0000,0003,0000
0002,0000,0000,0003,0000
0002,0001,0001,0001,0001
0002,0001,0001,0001,0001
0002,0001,0001,0001,0001
-001,-001,0001,0003,0000
-001,-001,0001,0003,0000
