delta0,delta1,delta2,delta3,delta4
0005,0001,0005,0002,0002
0002,-001,0004,0005,0001
0002,-001,0004,0005,0001
0003,-001,0004,0005,0001
0008,0004,0001,0000,0000
0008,0004,0001,0000,0000
0008,0004,0001,0000,0000
0004,0001,0004,-001,0001
0004,0001,0004,-001,0001
0004,0001,0004,-001,0001
0009,0004,0004,0000,-001
0009,0004,0004,0000,-001
0009,0004,0003,0000,-001
0005,0001,0000,-001,0002
0005,0001,0000,-001,0002
0005,0001,0000,-001,0002
0007,0006,-001,-002,-001
0007,0006,-001,-002,-001
0007,0006,0000,-002,-001
0005,-001,0005,0004,0002
0005,-001,0005,0003,0002
0005,-001,0005,0003,0002
0003,-001,0003,0001,-001
0003,-001,0003,0001,-001
0003,-001,0003,0001,-001
0009,0002,0001,0000,-002
0009,0002,0001,0000,-002
0009,0002,-001,0000,-002
0008,0003,0002,0000,-003
0008,0003,0002,0000,-003
