delta0,delta1,delta2,delta3,delta4
0022,0025,0030,0030,0033
0022,0028,0032,0031,0038
0029,0025,0048,0044,0038
0029,0025,0048,0045,0038
0025,0025,0051,0056,0047
0023,0025,0048,0076,0048
0023,0025,0044,0076,0053
0021,0025,0038,0077,0054
0021,0024,0034,0073,0079
0021,0024,0034,0060,0079
0016,0020,0025,0032,0047
0015,0015,0022,0031,0043
0012,0015,0015,0018,0029
0011,0011,0011,0017,0020
0008,0011,0010,0007,0018
0008,0011,0010,0007,0018
0006,0011,0006,0007,0015
0006,0005,0005,0007,0014
0006,0005,0005,0007,0014
0003,0005,0005,0007,0014
0003,0006,0007,0010,0010
0003,0006,0007,0010,0010
0004,0006,0007,0006,0010
0004,0006,0009,0006,0010
0004,0006,0009,0006,0010
0006,0009,0005,0005,0011
0006,0009,0004,0003,0007
0006,0009,0004,0003,0007
0003,0011,0004,0003,0007
0003,0008,0008,0007,0006
