delta0,delta1,delta2,delta3,delta4
0030,0027,0032,0035,0040
0030,0027,0032,0035,0040
0036,0032,0050,0050,0046
0036,0032,0052,0051,0046
0036,0032,0052,0051,0046
0024,0020,0048,0068,0044
0024,0020,0043,0068,0044
0024,0020,0043,0068,0044
0017,0019,0031,0032,0038
0017,0019,0031,0031,0038
0017,0019,0031,0031,0038
0007,0008,0012,0011,0010
0007,0008,0012,0011,0010
0007,0008,0012,0011,0010
0009,0007,0010,0004,0008
0009,0007,0010,0004,0008
0009,0007,0010,0004,0008
0011,0005,0005,0010,0008
0011,0005,0005,0010,0008
0011,0005,0005,0010,0008
0009,0005,0003,0007,0003
0009,0005,0003,0007,0003
0009,0005,0003,0007,0003
0009,0006,0008,0004,0006
0009,0006,0008,0004,0006
0009,0006,0008,0004,0006
0007,0007,0013,0004,0006
0007,0007,0013,0004,0006
0007,0007,0013,0004,0006
0008,0004,0005,0005,0007
